Id,Uuid,TeamNumber,MatchNumber,ScoutName,Comments,Auto_Mobility,Auto_Docked,Auto_Engaged,Auto_Cubes_Top,Auto_Cubes_Mid,Auto_Cubes_Low,Auto_Cones_Top,Auto_Cones_Mid,Auto_Cones_Low,Tele_Cubes_Top,Tele_Cubes_Mid,Tele_Cubes_Low,Tele_Cones_Top,Tele_Cones_Mid,Tele_Cones_Low,Endgame_Parked,Endgame_Docked,Endgame_Engaged,Auto_Cubes,Auto_Cones,Tele_Cubes,Tele_Cones,Total Game Pieces
,993aa2f3-e3a4-462e-afc1-886a5927cd85,78,2,jason,Failed middle dock in auto moving very slow for swerve docked at 45s left,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,0.00,3.00
,5b5c7216-15f7-42fa-b7f4-da8de1a50929,78,9,jason,Made one middle link themselves and 2 pieces of a second link much faster than last time,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,1.00,0.00,1.00,1.00,1.00,0.00,2.00,4.00,7.00
,955655d5-61a8-444b-8cfa-79ebd1857a81,78,25,Nicholas,Auto stutters once point has been reached. on the slower side but efficient.,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,2.00,2.00,0.00,1.00,0.00,1.00,0.00,3.00,4.00,8.00
,28e252cb-1412-456e-bbec-4e38edfb7318,78,17,Rahcek,good overall,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,4.00,7.00
,503ddc54-0b11-4a1a-997d-f40bca2d0c5b,78,32,evn,Ok auto.,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,3.00,0.00,1.00,1.00,1.00,0.00,1.00,4.00,6.00
,92f5d4eb-d1c3-4db2-85fc-2559ae73c5b5,78,50,Nicholas,Pretty good all around. good movement and can grab from player station.,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,3.00,2.00,6.00
,3ca0a545-d5b5-42f0-ac8f-44a2659ff4cb,78,66,jason,Fast efficient nice placement fast pickup,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,3.00,1.00,0.00,1.00,1.00,1.00,0.00,3.00,4.00,8.00
,3ccb4670-1dd2-4b49-a0d1-b47865dd3f15,78,41,evn,Nice auto.,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,3.00
,4ff5a86c-133c-4afe-b99d-022faa17c029,78,58,Laura,Drops cone when hit or falling off of charge station. Fast.,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,5.00,6.00
,3c817383-fb8c-47e5-9568-dbc2f9ec1025,78,87,Jean,,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,5.00,7.00
,fad12a56-b04a-4d07-af8e-bc54085f970a,78,81,Rahcek,Good but not great,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,2.00,1.00,0.00,0.00,1.00,1.00,0.00,4.00,3.00,8.00
,93c38907-e744-4737-9cfa-0e2325f7bb72,125,9,evn,Fast. Efficient. Died near the end of the game in the middle of the field.,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,4.00
,76ae66da-012c-4d58-99ea-aeef5522e827,125,2,Nicholas,Fast. Efficient. Nice auto. can do both cubes and cones.,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,4.00,7.00
,1f21a59f-ec6a-4fb3-8e1e-f74b62f8986d,125,36,Zannnnnder,"Short and sturdy. fast travel. a little slow to score pieces, but still pretty good",0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,3.00,2.00,7.00
,e34d3113-55e1-4bf4-8994-bcd95dc43fdc,125,16,Laura,Can do high scoring. Efficient. Fast.,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,2.00,0.00,0.00,1.00,1.00,2.00,1.00,3.00,4.00,10.00
,ff85f2af-fcd5-4ea1-b4b8-78663fe2f94b,125,27,Rahvek,Broken? seems driving is messed up,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,4.00
,8f8a75c4-b94e-4b18-9010-103e3d7ec0bf,125,44,Zannnnnder,Speedy. good scoring. good maneuvering with swerve drive. ,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,3.00,2.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,5.00,9.00
,e36ad505-4352-4840-9dfd-d376e5294856,125,63,zaannnnder,they did good. fast and efficient,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,2.00,2.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,5.00,8.00
,e74376c4-d6f1-405e-9c64-554f8239ce0c,125,77,Jennifer,"Drop cone in auto
 Fast. Efficient.",0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,6.00,7.00
,f7f43980-f9fb-45b0-aeff-bc554f0f8c49,125,83,Jean,,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,2.00,4.00,2.00,9.00
,13791825-7513-4987-9d3d-ac51ee88f04e,125,58,Rahcek,Messed up auto. fast. good,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,6.00,8.00
,65c5faa3-ec17-4886-8282-65ced489b1cd,125,52,jason,3 point auto fail fast and efficient fast pickup and placement,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,3.00,2.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,6.00,9.00
,25970b64-eb11-4d30-87ca-34285035d90e,125,71,evn,Great auto.,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00,0.00,2.00,1.00,0.00,0.00,1.00,1.00,1.00,2.00,2.00,3.00,8.00
,04410295-5b3c-4204-bc97-15644c9be61a,133,15,evn,Nice auto. Fast. Efficient. Can do high scoring.,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,3.00,2.00,6.00
,59cfe281-5d18-45ba-85cf-b94c4ab5c042,133,2,Rahcek,Arm broken?!?!?!?!,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,2.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,4.00,3.00,9.00
,957712f3-845b-4e8c-a427-762f624d7a47,133,29,Laura,Such a stupid ginger. Other than him a pretty well performing team.,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,5.00,2.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,8.00,10.00
,ddef4505-07a0-4594-90f7-408c2968c2f1,133,34,Zannnnnder,wow¡!!!!!!!!!!!!! I know those guys!,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,1.00,1.00,3.00,0.00,0.00,0.00,1.00,0.00,1.00,4.00,4.00,9.00
,7d7f1c08-1b47-4fbb-a7f3-f36a059d6392,133,43,Zannnnnder,3 piece auto? that's apples!,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,3.00,1.00,2.00,0.00,1.00,0.00,0.00,2.00,1.00,5.00,3.00,11.00
,ca8cfaec-270e-48fc-bfa2-3fa0bf609baf,133,48,Laura,"Happy retirement Gabe! We hope you enjoy your slug and MLP stickers! Blades too but ya know, that doesn't matter As much. 
 Never moved. Slow. Overly aggressive. ",1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,2.00,4.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,4.00,6.00,12.00
,7246f2d5-289b-455c-9fd0-d576bcce2863,133,71,Nicholas,Uhh let's go?,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,3.00,6.00
,01311671-fafc-457e-adf9-6071e8d26144,133,66,zaannnnder,I think that one day Columbus will sail off the edge of the earth and be reunited with Elvis. ,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,2.00,4.00,9.00
,9d9e8575-036c-4d7d-aa1c-24088e457ff6,133,79,Jennifer,Defense by other team strong this round,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,2.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,5.00,3.00,9.00
,18c23573-d8a3-4a65-b5d6-e842c1d62e48,133,53,jason,Auto fail ,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,3.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,4.00,4.00,9.00
,e8137944-7956-47fb-8599-69c4aaba76dc,133,86,DAB,,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,5.00,2.00,8.00
,416c5e53-f6b6-47da-aa0c-7d688c644704,155,8,Rahcek,Auto messed up. in the way all the time. struggles to place,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00,3.00
,dd3c46d3-3934-4640-a690-964d8c8f7b0c,155,25,MDP,Can do high scoring. Can pick up from human player station.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,2.00,5.00
,6e990a01-2eb9-4a19-bc53-b05393959b9e,155,18,Nicholas,Got defended heavily this round. can grab both pieces. ,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,2.00
,3d259ada-d536-4251-afcf-5affa8bab8a8,155,13,jason,Middle preset seems to have failed,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1.00,0.00,3.00,4.00
,0babdabc-dbac-4a83-a83e-58e727caddf9,155,44,DAB,Picking up from top only. Waiting if other robot scoring in front of it.,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,2.00,2.00,5.00
,24b5ff94-b0a7-4489-a74f-192ebc35983e,155,54,DAB,Played mostly defense,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,2.00
,13144247-7c0e-48bc-8d2d-acc1e578981e,155,32,jason,Sorta slow placement ok speed tank drive good pickup time,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,3.00,1.00,5.00
,9518c5d2-9c18-4cd2-acb9-4e676c4d92ec,155,77,zzzzzzzzzz,cool robot. did stuff goodly I guess. ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,2.00,4.00
,cb9bed74-430d-4e97-b77c-e56386e563a8,155,49,jason,Auto charge fail claw fail bad def,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
,9ffe655f-a1b0-4854-86d2-5c95f2b4084e,155,64,Rahcek,Meandering as john says. they do it but not well,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00,1.00,5.00
,7133f5c6-9fe1-49cd-bb40-46adfc85ab00,155,70,evn,Has an auto.,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,1.00,0.00,1.00,0.00,3.00,4.00
,c95c2d22-00ef-416a-8ca3-9e85a4297183,155,87,Laura,Can pick up from human player station. No top scoring.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,3.00,2.00,6.00
,22e3779a-9131-4d36-8851-8ddcb625196b,172,7,Rahcek,Good but not great. Driving is a little rough,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,4.00,5.00
,f4a9b2c0-bbfc-4b79-b77c-21a3371a0061,172,12,jason,Not very efficient kinda fast end game mess up too went for a risky charge and failed,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,4.00
,fb9dccab-6ef9-4e02-a5d6-4d789a46119c,172,18,jason,Pretty efficient almost failed charge but saved it,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,1.00,0.00,3.00,2.00,6.00
,a4f04472-b0de-49f8-b94f-b4222f082494,172,24,logan,,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,3.00
,b2227cee-dec8-4f6f-893c-5e896db7540d,172,31,Nicholas,"Defended well, but are knocked around easily. ",0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00
,3b618249-9886-4e1e-b50b-49a3f1edf202,172,51,Nicholas,"Hard to defend against. good at travel, consistent scoring.",0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,2.00,5.00
,ab298e31-8e6d-483a-b800-0b8dc6b52d4f,172,58,zaannnnder,Gets pushed around easily. ,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,6.00,0.00,7.00
,0545fa5d-7459-4e11-8b1f-d8d1ac81360d,172,63,jason,Good pickup meh placement kinda fast,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,2.00,5.00
,bc6e66f2-8df9-4148-a207-31b950e805d6,172,42,Jean,gets cones from the single human player station.,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,4.00,6.00
,0829f80e-b7fe-41a6-b4a7-e0739837aa5d,172,80,DAB,,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,5.00,0.00,6.00
,298ecbf6-56fc-4a13-b940-6d4cfdec5799,172,69,logan,,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00,6.00
,08a47fb1-90f9-4aeb-9800-a4071f8e8b7c,172,90,DAB,,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,4.00,5.00
,42ea5dd0-e888-444e-bb08-af9ea170a876,195,1,evn,Nice auto. Efficient. Fast.,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,3.00,0.00,0.00,0.00,1.00,1.00,2.00,8.00,12.00
,f83cbdb8-6e57-40d1-9a86-395fcd7dfe23,195,20,Nicholas,"Fast. Efficient. tippy, but otherwise really good.",1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,2.00,1.00,0.00,1.00,1.00,1.00,0.00,2.00,4.00,7.00
,51d91dae-4e4f-479d-bd60-cc3984213c75,195,14,jason,Failed auto cube and engaged started left fast engage ,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,2.00,5.00,8.00
,0fab9099-a3b5-4b60-8742-12e11186efb4,195,26,Paul,Very fast and efficient. They played almost perfectly against defense. They are fearsome.,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,3.00,0.00,0.00,1.00,2.00,1.00,0.00,6.00,9.00
,728fac1c-5644-49b5-8b1c-3f91124bae3d,195,31,evn,Auto messed up. Fast. Efficient.,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,3.00,3.00,1.00,0.00,1.00,1.00,0.00,1.00,3.00,7.00,11.00
,b37573d3-7603-4696-a089-ae892d8f1870,195,53,Laura,Can pick up from human player station. Can do high scoring. Tips easily from abrupt stops due to height.,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,2.00,3.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,5.00,9.00
,1149b413-f402-433e-8b4c-05e0e72080e8,195,58,Nicholas,A very strong choice.,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,3.00,3.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,6.00,10.00
,46bc959a-fcac-4c2c-8467-9fb8d5f7e84e,195,64,jason,3 point auto fail just as fast and efficient as usual,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,3.00,3.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,6.00,9.00
,dcf036db-9e8b-47f7-9518-0615ad7a91e4,195,70,Jennifer,"Drop cone in auto
 Fast.
tall, but swerve well
213 points before charge table points!!!!
9 links!!",1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,3.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00,6.00,9.00
,f572dd91-f44c-49da-a487-65c4acea11f4,195,45,jason,3 point auto extreamly fast pickup really fast placement and a 2-3s charge knocked over a teammate,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,2.00,1.00,3.00,0.00,1.00,1.00,1.00,1.00,2.00,6.00,10.00
,4654a532-b205-413b-8d1d-378e38811dac,195,78,Rahcek,Missed piece in auto. kinda tippy. ,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,3.00,2.00,3.00,1.00,0.00,0.00,0.00,1.00,3.00,8.00,12.00
,63176e2b-13ee-4e8f-a979-77d559a8a1f9,195,84,Rahcek,Tippy but other then that awesome,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,2.00,3.00,0.00,0.00,0.00,1.00,2.00,1.00,3.00,5.00,11.00
,d5b43fe1-e108-4e58-a5ef-20b83f7d4ab9,228,7,Nicholas,"cubes only. launches cone, rather inaccurate. on the slower side.",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00
,370a942a-4589-40f8-9167-3601485fc727,228,21,DAB,Played defense.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
,a815d8db-2ee9-4faf-9425-73ec4aa7dfb2,228,14,zannnnnder,They just yeeted that cube. but they have a hard time letting go of some pieces,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,3.00
,1d95aef3-6b1a-4b22-965e-854be614cdd0,228,36,Nicholas,Disconnect at 65 sec. ,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00
,b169331e-63d3-4c69-84e6-e06b5fbf3020,228,44,Nicholas,Great defence. ,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,2.00
,e95c24fe-c39f-44a7-bd35-8651a49e7671,228,29,Rahvek,Does defence. got penalty for going in community. mostly pushed in there. died. ,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00
,50376b91-f16b-4acd-915a-2babf9617fc0,228,68,zaannnnder,"Tiny little robot. scores a little but and does defense. but since it is so small, it doesn't always go well. and sometimes they're just aggressive for no reason. ",1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,4.00
,a8699d6c-1a8c-48f0-b5b2-a5422afe515e,228,51,evn,Has an auto. Defensive.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00
,7b72d9a3-37de-418b-bdd9-7a6333e065fa,228,74,Rahcek,Has an auto.  Overly aggressive.,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,0.00,3.00
,97816226-b12d-48ce-9d7f-5463da93a87c,228,80,Laura,Good defense bot. Can hit hard without causing damage.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00
,4f28929d-26ce-4099-8e08-eadd559745e1,228,88,Laura,Doesn't have an auto. Flipped 6324 and honestly just started watching them struggle. ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00
,273cf3b8-663a-4285-96a9-ed43c08d50f8,237,1,jason,Slow tank drive bad claw,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,3.00,4.00
,1f84db0a-827e-4620-b60e-72ef5939a02a,237,11,Nicholas,not too great of defense.,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00
,13430234-7417-4610-910f-2677f4ee6b4d,237,16,Nicholas,Slow,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,3.00,4.00
,736d3bb6-6e6e-45a6-b4fd-184663d301a2,237,23,Nicholas,"Slow and bulky, auto struggles balancing.",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,2.00,3.00
,b4c51bcb-e23e-4842-ae4b-59499a54b822,237,33,evn,Has an auto. Has an extra arm for pieces on the ground. ,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,2.00,4.00
,3c4a62d0-a16a-48e8-bc06-0392e73b8c94,237,43,evn,Has an auto. Slow. Broke down.,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00
,e4147824-404f-4ecc-901e-ceae6db5b446,237,65,Jennifer,"Tried to put cube on top, but it fell to bottom
pushing white moving
",1.00,0.00,0.00,1.00,0.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00,0.00,0.00,5.00
,2f4193e8-e56d-4c18-925a-af3c081f9d17,237,79,Nicholas,Stalled. can't keep a hold on the pieces. ,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,3.00
,117d3b91-1332-49dd-8356-0fca118d1218,237,72,Jennifer,"Drop cone when try add to top 2 times
long arm out while driving around

",1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00
,28a43be9-2c84-49b4-b0d7-63d37505c6b4,237,48,Jean,Froze for about 15 seconds at the beginning of tele-op.,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,3.00
,6ff7a521-ac1e-4b01-8382-40983fdc9a40,237,57,evn,Auto failed to balance. ,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,3.00,4.00
,a9eb748a-a573-4490-9b4e-7dce56b3b71b,237,88,Jean,Got a cone stuck inside frame.,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,3.00
