TeamNumber,MatchNumber,ScoutName,Comments,Auto_Mobility,Auto_Docked,Auto_Engaged,Auto_Cubes_Top,Auto_Cubes_Mid,Auto_Cubes_Low,Auto_Cones_Top,Auto_Cones_Mid,Auto_Cones_Low,Tele_Cubes_Top,Tele_Cubes_Mid,Tele_Cubes_Low,Tele_Cones_Top,Tele_Cones_Mid,Tele_Cones_Low,Endgame_Parked,Endgame_Docked,Endgame_Engaged,Auto_Cubes,Auto_Cones,Tele_Cubes,Tele_Cones
4906,53,terri,,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
4906,58,aiden,Tippy. went over border. penelized,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,2.00
5265,3,jason,Only does low mostly pushes pieces,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00
5265,10,Zander,Very easy to get game pieces stuck in it. Happened two times and they couldn't get the piece out the second time. ,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
5265,16,Laura,Fast auto. pushes on field. grabs from human player. can take ABUSE from other bots. ,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00
5265,21,Jf,"Cubes only. No top or middle scoring. Medium speed, keeps plugging along.",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00,0.00
5265,33,JF,Great defense. pushed opposing robot into red human player station area.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
5265,38,aiden,No top or middle scoring. cubes only,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00
5265,47,Nicholas,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00
5265,51,jason,Inching its way across the field tried charging at about 75s remaining and got it at 5s with a teammates help,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
5265,57,jason,idk,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00
5902,1,Laura,It moved in auto. It has issues. It's slow. It also just died.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
5902,9,Zander,Tried to mount the charging platform in auto but failed. slowly scored a cube and then stopped moving. ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00
5902,16,Nicholas,Super close to crossing line in auto. disconnected and came back to play defense.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00
5902,22,Nicholas,"Auto got stuck on dock. good at scoring on low goals, fairly quick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,1.00
5902,30,JF,Crossed the line during auto!  Arm grip is very weak. Dropped many pieces.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00
5902,39,terri,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00
5902,45,evn,Doesn't have an auto. Bob viciously pushed its non active body. Has trouble picking up cubes. Only picked up a cube the whole game.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00
5902,53,jason,Auto penalty middle line,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00
6153,4,Zander,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6153,8,Laura,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6153,15,Zander,They came back! The arm works pretty well. turret design is good for scoring pieces. ,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00
6153,25,Zander,Can't pickup from floor. ,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00
6153,33,DAB,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,3.00
6153,39,Laura,Good defense. Fast. ,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
6153,44,terri,,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00
6153,49,Nicholas, ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00
6153,57,evn,Fast. Efficient. Can pick up cones. Can do high scoring. Can pick up from human player station.,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,3.00
6324,6,Zander,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00
6324,13,jason,"My last bot was parked in the end, Fast but tippy fast pickup and fast placement",1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,0.00
6324,19,DAB,,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,5.00,0.00
6324,24,JF,Cubes only. decent speed,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,5.00,0.00
6324,28,jason,"Quick pickup and placement plus tank drive, 319 is tank drive",0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,0.00
6324,39,Mr Cow,"In a competition for the biggest jump on the charge station, I give them second place. ",1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00
6324,52,jason,,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,4.00,0.00
6324,57,logan,They touch grass,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00
6329,1,Zander,Incredibly fast. They focus on cones but they can do both. ,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,5.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,7.00
6329,8,Zander,Still fast. they have swerve drive. first pick material. ,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,5.00
6329,20,Laura,Can do high scoring. Picks up cones and cubes equally,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,2.00,4.00
6329,27,jason,"1350 is off the list due too collective agreement, only top scoring and fast at it",1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,6.00
6329,31,Laura,Fast. ,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,4.00
6329,40,Mr Cow,They really like the top row. that would definitely compliment a team that likes the bottom row. ,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,4.00
6329,46,evn,Nice auto. Can pick up from human player station. Can pick up cones. Fast. Efficient. Can do high scoring.,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,4.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,3.00,4.00
6329,50,Mr Cow,Still  consistently doing great. ,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,4.00
6329,56,evn,Slightly bugged auto. Can pick up cones. Can do high scoring. Efficient.,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,2.00
6367,2,Zander,Slow and clunky. ,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,3.00,0.00
6367,8,logan,Confused on what they are doing,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
6367,14,Laura,Bad aiming. Can throw game pieces. Can tip itself on its own. ,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
6367,22,Zander,Struggles picking up cones. slow movement,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,3.00,0.00
6367,29,jason,Slow but did stuff,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,0.00
6367,40,DAB,,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,3.00,0.00
6367,48,Nicholas,not the greatest performance this round.,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00
6367,52,terri,,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00
6367,59,aiden,"Not very good at defense, didn't try to score. ",0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
6762,3,Laura,Sag still in auto. Bad at taking from human player. Arm can't reach the ground. Bad at balance with others,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
6762,10,Nicholas,"Crossed the line during auto, can't pickup from floor, struggled with human player station.",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
6762,14,Zander,No auto. Spent the whole match wandering around uselessly. Then got in the way of the charge station at the end. ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00
6762,26,Zander,No auto. Oh I remember them. they don't do anything. they're not even good at defense. they seem lost.  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
6762,31,DAB,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6762,41,DAB,No auto. ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00
6762,45,Mr Cow,No auto. They are very tippy. ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00
6762,49,Laura,"No auto. Gotten better at taking from human player. Still cannot reach the ground nor are ""good"" at taking from the human player. ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,0.00
6762,56,aiden,"Doesn't have an auto. very tippy. only does cubes on low",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00
6895,3,Nicholas,Can pick up from human player station.,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00,0.00
6895,8,Rachel,Speedy but easily unstable. can't handle the bump next to charge station. pick up everything.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00
6895,20,Jennifer,Tipped over.Can't pickup from floor,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
6895,28,aiden,Slow. tippy only cones,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00
6895,32,Laura,Almost fell in auto. Bad at fighting back with defense. ,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
6895,41,Rachel,Fell down. oh oh spaghettios,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
6895,47,terri,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
6895,53,DAB,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7314,5,Rachel,Shakey. bad a picking up pieces. spent whole match failing to pick up a cone. ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
7314,13,Nicholas,Doesn't have an auto.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00,2.00
7314,17,jason,Bad cone pickup only went after cones 1point starting piece other from pushing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00
7314,22,logan,They have really loose bumper flaps that could cause problems for other teams,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
7314,28,JF,loose bumper fabric in corners.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1.00,0.00,3.00
7314,35,Laura,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7314,54,aiden,Tippy.,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
7314,58,jason,"Aiden is more interested in the game on his phone than the matches he even missed an auto or two his results may vary not trying to be rude or anything,\npretty bad for how much defending they did",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00
7674,5,Laura,Aims easily. Mainly slow.but can go fast when needed.,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,2.00
7674,10,jason,Slow In the team zone mid in open field accurate scoring,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,2.00
7674,15,jason,A preset drops their arm and if they don't line it up they miss when scoring,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00
7674,27,aiden,Can pick up cones. Slow. Can pick up from human player station. Can pick up sideways cones.,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,1.00,2.00
7674,32,JF,can't pick up sideways cones.,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,2.00
7674,41,Mr Cow,Very front heavy. and then they accelerate really fast and look like they're going to do a flip. ,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00
7674,46,Laura,Decent. don't hate it,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00
7674,52,logan,,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,2.00
7913,4,logan,Arm broke,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,2.00
7913,14,jason,never went a foot passed the border of the zone,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,1.00
7913,20,DAB,Stopped moving 1/4 way thru match.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
7913,23,Zander,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7913,24,Zander,Very slow grabber. but it is very accurate. ,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,1.00
7913,30,Nicholas,"can score up to mid, slightly slow all around.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00
7913,38,Nicholas,They did okay.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00
7913,48,Rachel,Tippy,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00
7913,54,Mr Cow,They have that weird slow intake that makes them very tippy when they use it. ,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,2.00
8046,1,logan,,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,5.00,0.00
8046,8,jason,"if I say something about where teams started its due to good or bad autos, Fast evasion as well as movement and placement scored a quick point before charge would recommend",0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,3.00,0.00,1.00,1.00,1.00,0.00,2.00,4.00
8046,16,DAB,Can pick up cones.,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,4.00,3.00
8046,21,Nicholas,"Slow, but works well overall.",1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,4.00,0.00
8046,29,aiden,Fast. Can pick up from human player station. Can do high scoring. Can pick up sideways cones.,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,0.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,4.00,1.00
8046,38,evn,Can pick up cones. Can pick up from human player station. Can do high scoring. Shoots out cones but they end up falling down into low.,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,2.00,1.00,0.00,0.00,1.00,0.00,1.00,5.00
8046,38,terri,"Dropped three cones,",0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,4.00,0.00
8046,44,Nicholas,quick and efficient scoring.,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00
8046,52,Mr Cow,They scored many of the points,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,2.00,4.00
8046,58,DAB,,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,6.00,0.00
8410,6,Rachel,Slow placing. only cones I saw,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00
8410,14,DAB,Arm stopped working.  did a little defense.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00
8410,19,Laura, Can toss game pieces. Can dance around on balance. ,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00
8410,27,Nicholas,,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,3.00,0.00
8410,31,Rachel,Pretty good. placing little rough. driving good.,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00
8410,36,DAB,,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,3.00
8410,44,Laura,I got distracted by a robot being broken by another one,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00
8410,51,aiden,Slow. Bad defense. No top scoring. Cubes only.,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00
9055,3,logan,Defense,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00
9055,9,Rachel,Only cones from ground. shakey. doesn't get pushed when defending,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
9055,21,logan,Confused on what they are doing,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
9055,25,jason,Claw go bye bye great defense,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9055,35,evn,Doesn't have an auto. No pick up. No arm (that works.) Good defense.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00
9055,41,Nicholas,"Defense bot, pretty well but quite aggressive.",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
